Airline,Route,sentiment_score
Qatar Airways,Frankfurt to Bangkok via Doha,0.3197
Qatar Airways,Frankfurt to Bangkok via Doha,0.76
Qatar Airways,Frankfurt to Bangkok via Doha,-0.5423
Emirates,Frankfurt to Bangkok via Dubai,0.9628
Singapore Airlines,Frankfurt to Bangkok via Singapore,-0.8504
Turkish Airlines,Frankfurt to Beirut,-0.8591
Qatar Airways,Frankfurt to Brisbane via Doha,-0.6369
Air France,Frankfurt to Buenos Aires via Paris,-0.7845
Qatar Airways,Frankfurt to Cape Town via Doha,0.9519
Qatar Airways,Frankfurt to Cape Town via Doha,0.9216
Emirates,Frankfurt to Cebu via Dubai,-0.9406
Emirates,Frankfurt to Colombo via Dubai,0.5017
Emirates,Frankfurt to Dubai,0.967
Turkish Airlines,Frankfurt to Dubai via Istanbul,-0.8271
Turkish Airlines,Frankfurt to Dubai via Istanbul,0.8515
Turkish Airlines,Frankfurt to Elazig via Istanbul,-0.8673
All Nippon Airways,Frankfurt to Haneda,0.8271
All Nippon Airways,Frankfurt to Haneda,-0.3347
Qatar Airways,Frankfurt to Ho Chi Minh City via Doha,-0.4599
Singapore Airlines,Frankfurt to Ho Chi Minh City via Singapore,-0.6124
Emirates,Frankfurt to Hyderabad via Duabi,0.924
Turkish Airlines,Frankfurt to Istambul,-0.9011
Turkish Airlines,Frankfurt to Istanbul,0.6418
Singapore Airlines,Frankfurt to Jakarta via Singapore,0.9784
Singapore Airlines,Frankfurt to Jakarta via Singapore,0.5346
Emirates,Frankfurt to Johannesburg via Dubai,0.8625
Turkish Airlines,Frankfurt to Karachi,0.9418
Turkish Airlines,Frankfurt to Konya via Istanbul,0.9485
Qatar Airways,Frankfurt to Kuala Lumpur via Doha,0.9472
Qatar Airways,Frankfurt to Kuala Lumpur via Doha,0.5263
Singapore Airlines,Frankfurt to Kuala Lumpur via Singapore,-0.8251
Qatar Airways,Frankfurt to Lahore via Doha,0.9776
Qatar Airways,Frankfurt to Melbourne via Doha,0.9717
Qatar Airways,Frankfurt to Melbourne via Doha,-0.242
Cathay Pacific Airways,Frankfurt to Melbourne via Hong Kong,0.9488
Air France,Frankfurt to Montevideo via Paris/Sao Paulo,0.9617
Air France,Frankfurt to Montpellier via Paris,-0.0516
Turkish Airlines,Frankfurt to Nairobi via Istanbul,-0.2985
Japan Airlines,Frankfurt to Narita,0.9184
Singapore Airlines,Frankfurt to New York,0.8226
Singapore Airlines,Frankfurt to New York,0.8824
Singapore Airlines,Frankfurt to New York,0.9901
Singapore Airlines,Frankfurt to New York,-0.4588
Singapore Airlines,Frankfurt to New York,0.7083
Singapore Airlines,Frankfurt to New York JFK,0.9883
Singapore Airlines,Frankfurt to New York JFK,0.9102
Singapore Airlines,Frankfurt to New York JFK,0.9843
Qatar Airways,Frankfurt to Perth via Doha,-0.1655
Air France,Frankfurt to Quito via Paris,0.8858
Cathay Pacific Airways,Frankfurt to Seoul via Hong Kong,0.923
Korean Air,Frankfurt to Shanghai via Seoul,0.9786
Singapore Airlines,Frankfurt to Singapore,0.9928
Singapore Airlines,Frankfurt to Singapore,-0.7892
Singapore Airlines,Frankfurt to Singapore,0.1779
Singapore Airlines,Frankfurt to Singapore,-0.2585
Singapore Airlines,Frankfurt to Singapore,0.8373
Singapore Airlines,Frankfurt to Singapore,0.9161
Singapore Airlines,Frankfurt to Singapore,0.7964
Singapore Airlines,Frankfurt to Singapore,0.9489
Singapore Airlines,Frankfurt to Singapore,-0.8977
Singapore Airlines,Frankfurt to Singapore,-0.0516
Qatar Airways,Frankfurt to Singapore via Doha,0.9935
Emirates,Frankfurt to Singapore via Dubai,0.9198
Turkish Airlines,Frankfurt to Singapore via Istanbul,0.2936
Turkish Airlines,Frankfurt to Singapore via Istanbul,0.1154
Qatar Airways,Frankfurt to Sydney via Doha,0.9753
Qatar Airways,Frankfurt to Sydney via Doha,0.8689
Korean Air,Frankfurt to Sydney via Seoul,0.9802
Singapore Airlines,Frankfurt to Sydney via Singapore,0.9273
Singapore Airlines,Frankfurt to Sydney via Singapore,0.243
Turkish Airlines,Frankfurt to Tehran via Ankara,-0.9042
Turkish Airlines,Frankfurt to Tehran via to Istanbul,0.9307
Turkish Airlines,Frankfurt to Tel Aviv via Istanbul,0.2023
All Nippon Airways,Frankfurt to Tokyo,0.3324
Japan Airlines,Frankfurt to Tokyo,0.8953
Japan Airlines,Frankfurt to Tokyo,0.8591
All Nippon Airways,Frankfurt to Tokyo,0.9808
Japan Airlines,Frankfurt to Tokyo,0.9792
All Nippon Airways,Frankfurt to Tokyo Haneda,0.9695
Air France,Frankfurt to Toronto via Paris,-0.9767
Air France,Frankfurt to Toronto via Paris,0.9809
Qatar Airways,Frankfurt to Windhoek via Doha,0.9893
Air France,Freetown to New York via Paris,0.9951
Air France,Freetown to Tokyo via Paris,-0.8313
Air France,Freetown to Tokyo via Paris,-0.8244
Emirates,Ft Lauderdale to Hyderabad via Dubai,-0.786
Korean Air,Fukuoka to Delhi via Seoul,-0.6882
Cathay Pacific Airways,Fukuoka to Hong Kong,-0.8188
All Nippon Airways,Fukuoka to Osaka,0.9153
Japan Airlines,Fukuoka to Sapporo,0.25
Japan Airlines,Fukuoka to Tokyo Haneda,-0.9596
All Nippon Airways,Fukuoka to Vancouver  via Tokyo Haneda,0.9761
Emirates,GIG to EZE,0.9828
Emirates,GLA to BKK via DXB,0.1901
All Nippon Airways,GMP to HND,0.9604
Turkish Airlines,GRU to BKK via IST,0.7182
Air France,GRU to CDG,-0.9525
Qatar Airways,GRU to DOH,-0.6792
Korean Air,GRU to LAX,0.1646
Emirates,GVA to TPE via DXB,0.9878
Turkish Airlines,GYD to IST,0.2247
Emirates,Gatwick to Ahmedabad via Dubai,0.2841
Turkish Airlines,Gatwick to Antananarivo via Istanbul,-0.93
Turkish Airlines,Gatwick to Antananarivo via Istanbul,0.9749
Emirates,Gatwick to Auckland via Dubai,0.9893
Qatar Airways,Gatwick to Bangkok via Doha,0.1027
Emirates,Gatwick to Bangkok via Dubai,0.4215
Turkish Airlines,Gatwick to Bangkok via Istanbul,-0.6911
Turkish Airlines,Gatwick to Cape Town via Istanbul,-0.4568
Qatar Airways,Gatwick to Colombo via Doha,0.7184
Emirates,Gatwick to Colombo via Dubai,0.9735
Turkish Airlines,Gatwick to Dar es Salaam via Istanbul,0.8807
Qatar Airways,Gatwick to Denpasar via Doha,0.8917
Cathay Pacific Airways,Gatwick to Denpasar via Hong Kong,0.9475
Qatar Airways,Gatwick to Doha,-0.0915
Qatar Airways,Gatwick to Doha,0.6705
Emirates,Gatwick to Dubai,-0.9749
Emirates,Gatwick to Dubai,0.8988
Emirates,Gatwick to Dubai,-0.9413
Emirates,Gatwick to Dubai,-0.9482
Qatar Airways,Gatwick to Erbil via Doha,-0.7716
Cathay Pacific Airways,Gatwick to Ho Chi Minh City via Hong Kong,0.9243
Cathay Pacific Airways,Gatwick to Hong Kong,0.7913
Cathay Pacific Airways,Gatwick to Hong Kong,0.7661
Cathay Pacific Airways,Gatwick to Hong Kong,-0.3555
Cathay Pacific Airways,Gatwick to Hong Kong,0.9605
Turkish Airlines,Gatwick to Hurghada via Istanbul,-0.2484
Turkish Airlines,Gatwick to Istanbul,0.653
Turkish Airlines,Gatwick to Istanbul,-0.5922
Turkish Airlines,Gatwick to Istanbul,-0.8482
Qatar Airways,Gatwick to Jakarta via Doha,0.9905
Emirates,Gatwick to Kochi via Dubai,-0.0464
Emirates,Gatwick to Kuala Lumpur via Dubai,0.981
Emirates,Gatwick to Manila via Dubai,0.4019
Emirates,Gatwick to Manila via Dubai,0.558
Cathay Pacific Airways,Gatwick to Manila via Hong Kong,-0.842
Cathay Pacific Airways,Gatwick to Manila via Hong Kong,-0.0128
Cathay Pacific Airways,Gatwick to Melbourne via Hong Kong,0.9938
Cathay Pacific Airways,Gatwick to Melbourne via Hong Kong,0.9753
Cathay Pacific Airways,Gatwick to Melbourne via Hong Kong,-0.7894
Emirates,Gatwick to Perth via Dubai,0.8481
Emirates,Gatwick to Perth via Dubai,-0.8156
Turkish Airlines,Gatwick to Tel Aviv via Istanbul,-0.918
Air France,Gdansk to Lima via Amsterdam / Paris,-0.3313
Air France,Geneva and Paris CDG,-0.9852
Turkish Airlines,Geneva to Antalya via Istanbul,-0.9403
Air France,Geneva to Buenos Aires via Paris,-0.9734
Qatar Airways,Geneva to Colombo via Doha,0.9839
Air France,Geneva to Copenhagen via Paris,-0.9778
Qatar Airways,Geneva to Doha,0.4497
Turkish Airlines,Geneva to Istanbul,-0.9174
Turkish Airlines,Geneva to Jakarta via Istanbul,0.8784
Qatar Airways,Geneva to Johannesburg via Doha,-0.8338
Qatar Airways,Geneva to Manila via Doha,0.985
Qatar Airways,Geneva to Penang via Doha,0.9824
Air France,Georgia to Boston via Paris,0.34
Turkish Airlines,Giresun to Istanbul,0.9516
Emirates,Glasgow to Adelaide via Dubai,-0.3922
Emirates,Glasgow to Auckland via Dubai,0.7365
Emirates,Glasgow to Auckland via Dubai,-0.8338
Emirates,Glasgow to Auckland via Dubai,0.9338
Emirates,Glasgow to Bangkok via Dubai,0.9835
Emirates,Glasgow to Brisbane via Dubai,0.9482
Emirates,Glasgow to Dubai,-0.9654
Emirates,Glasgow to Dubai,0.9811
Emirates,Glasgow to Dubai,-0.9858
Emirates,Glasgow to Dubai,0.779
Emirates,Glasgow to Dubai,0.9281
Emirates,Glasgow to Hong Kong via Dubai,-0.9678
Emirates,Glasgow to Narita via Dubai,-0.9375
Emirates,Glasgow to Narita via Dubai,0.9349
Emirates,Glasgow to Sydney via Dubai,-0.9863
Qatar Airways,Goa to London via Doha,-0.8571
Qatar Airways,Goa to Warsaw via Doha,0.9576
Qatar Airways,Gothenburg to Dar Es Salaam via Doha,0.3678
Turkish Airlines,Gothenburg to Malta via Istanbul,-0.6815
Turkish Airlines,Gothenburg to Manila via Istanbul,0.5276
Turkish Airlines,Guangzhou to Barcelona via Istanbul,-0.9511
Singapore Airlines,Guangzhou to Denpasar via Singapore,-0.8248
Singapore Airlines,Guangzhou to Los Angeles via Singapore,-0.9668
Singapore Airlines,Guangzhou to Singapore,-0.5173
Singapore Airlines,Guangzhou to Singapore,0.6859
Turkish Airlines,HAJ to DXB via IST,0.7638
Emirates,HAM to BKK via DXB,0.854
Qatar Airways,HAN to BKK,0.832
Qatar Airways,HAN to CPH via BKK / DOH,0.991
Qatar Airways,HAN to CPH via BKK and DOH,0.9253
Qatar Airways,HAN to LHR via BKK/DOH,0.9826
Japan Airlines,HAN to NRT,0.9419
Singapore Airlines,HAN to SIN,0.564
Air France,HAV to LHR via CDG,-0.2755
Japan Airlines,HKD to ITM,-0.0009
Cathay Pacific Airways,HKG to BKK,0.9517
Emirates,HKG to BKK,-0.8912
Cathay Pacific Airways,HKG to BOM,0.9475
Air France,HKG to CDG,-0.7582
Air France,HKG to CDG,0.9128
Air France,HKG to CDG,0.7473
Cathay Pacific Airways,HKG to CDG,0.9892
Qatar Airways,HKG to DOH,0.9773
Qatar Airways,HKG to DOH,0.9872
Cathay Pacific Airways,HKG to DPS,0.9705
Cathay Pacific Airways,HKG to DUS,0.128
Cathay Pacific Airways,HKG to DUS,0.8916
Cathay Pacific Airways,HKG to ICN,-0.826
Cathay Pacific Airways,HKG to ICN,0.9614
Korean Air,HKG to ICN,0.5994
Japan Airlines,HKG to JFK via NRT,0.9926
Cathay Pacific Airways,HKG to JFK via YVR,0.9704
Qatar Airways,HKG to JNB via DOH,0.9356
Cathay Pacific Airways,HKG to KUL,0.802
EVA Air,HKG to LAX via TPE,0.9813
Cathay Pacific Airways,HKG to LGW,0.9577
Cathay Pacific Airways,HKG to LHR,0.9776
Cathay Pacific Airways,HKG to LHR,0.9887
Cathay Pacific Airways,HKG to LHR,0.9869
Cathay Pacific Airways,HKG to LHR,0.5829
Cathay Pacific Airways,HKG to LHR,-0.798
Singapore Airlines,HKG to LHR via SIN,-0.9616
Emirates,HKG to MAD via DXB,-0.9636
Cathay Pacific Airways,HKG to MEL,0.9855
Cathay Pacific Airways,HKG to MNL,0.9843
Korean Air,HKG to NAN via ICN,-0.9055
Japan Airlines,HKG to NRT,0.9617
Cathay Pacific Airways,HKG to NRT,0.5704
Cathay Pacific Airways,HKG to PEK,-0.5862
Cathay Pacific Airways,HKG to PEK,0.792
Cathay Pacific Airways,HKG to SFO,0.9379
Singapore Airlines,HKG to SIN,0.7769
Singapore Airlines,HKG to SIN,0.7845
Cathay Pacific Airways,HKG to SIN,0.9929
Singapore Airlines,HKG to SIN,0.8716
Singapore Airlines,HKG to SIN,0.9201
Singapore Airlines,HKG to SUB via SIN,0.91
Cathay Pacific Airways,HKG to SYD,0.8799
Cathay Pacific Airways,HKG to TPE,-0.4588
Cathay Pacific Airways,HKG to TPE,0.4588
Cathay Pacific Airways,HKG to TPE,0.9969
Cathay Pacific Airways,HKG to TPE,0.8925
Cathay Pacific Airways,HKG to TPE,-0.9889
Cathay Pacific Airways,HKG to TSA,0.7422
Turkish Airlines,HKG to TXL via IST,-0.367
Qatar Airways,HKT to BRUvia DOH,0.9694
Qatar Airways,HKT to CPH via DOH,-0.0983
Japan Airlines,HND to BKK,0.9818
Japan Airlines,HND to BKK,0.9778
Emirates,HND to CDG via DXB,-0.8945
Singapore Airlines,HND to CGK via SIN,-0.9794
All Nippon Airways,HND to JFK,0.9607
All Nippon Airways,HND to JFK,0.9867
Singapore Airlines,HND to MEL via SIN,0.9756
Japan Airlines,HND to PEK,0.8201
Singapore Airlines,HND to SIN,0.9913
Japan Airlines,HND to SIN,0.963
All Nippon Airways,HNL to NRT,-0.8338
Emirates,HYD to LHR via DXB,-0.3612
Cathay Pacific Airways,HYD to MEL via HKG,-0.7819
Cathay Pacific Airways,HYD to SYD via HKG,0.3708
Cathay Pacific Airways,Haikou to San Francisco via Hong Kong,0.8604
Emirates,Hamburg to Bangkok via Dubai,0.9845
Air France,Hamburg to Bangkok via Paris CDG,-0.7113
Emirates,Hamburg to Beijing via Dubai,0.9932
Emirates,Hamburg to Colombo via Dubai,0.9808
Turkish Airlines,Hamburg to Delhi via Istanbul,0.0654
Emirates,Hamburg to Dubai,0.7096
Emirates,Hamburg to Hong Kong via Dubai,-0.7186
Turkish Airlines,Hamburg to Istanbul,0.9699
Emirates,Hamburg to Melbourne via Dubai,-0.8481
Emirates,Hamburg to Mumbai via Dubai,-0.3612
Air France,Hamburg to Paris,0.6478
Air France,Hamburg to Paris,0.2001
Air France,Hamburg to Paris CDG,-0.2746
Air France,Hamburg to Punta Cana via Paris CDG,0.9099
Emirates,Hamburg to Tehran via Dubai,0.6411
All Nippon Airways,Haneda to Bangkok,-0.2023
All Nippon Airways,Haneda to Bangkok,0.9928
Air France,Haneda to Bucharest via Paris,0.744
All Nippon Airways,Haneda to Frankfurt,0.98
All Nippon Airways,Haneda to Frankfurt,-0.7932
All Nippon Airways,Haneda to Kuala Lumpur,0.9669
All Nippon Airways,Haneda to Osaka,0.946
All Nippon Airways,Haneda to Osaka Itami,0.976
Air France,Haneda to Paris via Edinburgh,-0.8809
All Nippon Airways,Haneda to Sapporo,0.9671
All Nippon Airways,Hangzhou to Osaka,0.9967
Turkish Airlines,Hanoi to Amsterdam via Istanbul,-0.677
Qatar Airways,Hanoi to Bangkok,0.9457
Qatar Airways,Hanoi to Bangkok,0.944
Singapore Airlines,Hanoi to Cape Town via Singapore,-0.9412
Cathay Pacific Airways,Hanoi to Frankfurt via Hong Kong,-0.8176
Qatar Airways,Hanoi to Johannesburg via Dohs,0.9381
Qatar Airways,Hanoi to London via Doha,0.9888
Turkish Airlines,Hanoi to Milano via Istanbul,-0.9359
Singapore Airlines,Hanoi to San Francisco via Singapore,-0.4445
Singapore Airlines,Hanoi to Singapore,0.9845
Qatar Airways,Harare to London via Doha,0.9531
EVA Air,Harbin to Seattle via Taipei,0.9575
Air France,Havana to Geneva via Paris,0.9371
Turkish Airlines,Havana to Istanbul,-0.8504
Turkish Airlines,Havana to Munich via Istanbul / Caracas,-0.8225
Emirates,Heathrow to Auckland via Dubai,-0.8932
EVA Air,Heathrow to Bangkok,0.9666
Emirates,Heathrow to Bangkok via Dubai,-0.9307
Emirates,Heathrow to Brisbane via Dubai,-0.902
Turkish Airlines,Heathrow to Dubai via Istanbul,-0.8442
Cathay Pacific Airways,Heathrow to Hong Kong,0.9849
Emirates,Heathrow to Male via Dubai,0.0258
Air France,Heathrow to Paris CDG,0.958
Turkish Airlines,Heathrow to Tashkent via Istanbul,0.9739
Japan Airlines,Heathrow to Tokyo Haneda,0.9678
Qatar Airways,Heathrow to Tokyo via Doha,0.9743
Qatar Airways,Helsinki to Bali via Doha,0.9793
Turkish Airlines,Helsinki to Beirut via Istanbul,0.9885
Qatar Airways,Helsinki to Delhi via Delhi,-0.4154
Qatar Airways,Helsinki to Doha,0.9042
Qatar Airways,Helsinki to Hong Kong via Doha,0.9598
Turkish Airlines,Helsinki to Istanbul,-0.8642
Turkish Airlines,Helsinki to Istanbul via Kathmandu,0.9649
Qatar Airways,Helsinki to Jakarta via Doha,0.9432
Turkish Airlines,Helsinki to Kiev via Istanbul,0.8355
Turkish Airlines,Helsinki to Kuala Lumpur via Istanbul,-0.7541
Qatar Airways,Helsinki to Mumbai via Doha,0.7791
Qatar Airways,Helsinki to Singapore via Doha,0.9571
Qatar Airways,Helsinki to Singapore via Doha,0.992
Japan Airlines,Helsinki to Tokyo Narita,-0.3499
All Nippon Airways,Hiroshima to Chicago via Narita,0.98
All Nippon Airways,Hiroshima to Narita,-0.7828
Cathay Pacific Airways,Hkg to Sin,0.6908
Emirates,Ho Chi Minh City to Birmingham UK via Dubai,0.9419
Singapore Airlines,Ho Chi Minh City to Brisbane via Singapore,0.832
Cathay Pacific Airways,Ho Chi Minh City to Chicago via Hong Kong,0.9042
Qatar Airways,Ho Chi Minh City to Copenhagen via Doha,0.7946
Cathay Pacific Airways,Ho Chi Minh City to Dubai via Hong Kong,-0.5802
Qatar Airways,Ho Chi Minh City to Kigali via Doha,0.9825
Korean Air,Ho Chi Minh City to Korea,-0.9152
Cathay Pacific Airways,Ho Chi Minh City to LAX via Hong Kong,0.8757
Singapore Airlines,Ho Chi Minh City to Los Angeles via Singapore,0.9941
Qatar Airways,Ho Chi Minh City to Manchester via Doha,0.0516
Emirates,Ho Chi Minh City to Newark via Dubai,0.7883
Air France,Ho Chi Minh City to Paris,-0.9471
Qatar Airways,Ho Chi Minh City to Pnom Penh,0.9493
EVA Air,Ho Chi Minh City to San Francisco via Taipei,-0.6697
All Nippon Airways,Ho Chi Minh City to Seattle via Tokyo,0.6249
Korean Air,Ho Chi Minh City to Seoul,-0.4215
Japan Airlines,Ho Chi Minh City to Tokyo,0.9598
All Nippon Airways,Ho Chi Minh City to Tokyo,0.9508
EVA Air,Ho Chi Minh City to Toronto via Taipei,0.9913
Air France,Ho Chi Minh City to Venice via Paris,-0.8993
Singapore Airlines,Ho Chi Minh to Denpasar,0.7318
Qatar Airways,Ho Chi Minh to Doha,0.8114
Emirates,Ho Chi Minh to Dubai,-0.742
Emirates,Ho Chi Minh to Frankfurt via Dubai,0.6124
Cathay Pacific Airways,Ho Chi Minh to Hong Kong,0.7673
Qatar Airways,"Ho Chi Minh to Kigali via Doha, Entebbe",0.8063
Qatar Airways,Ho Chi Minh to Manchester via Doha,-0.34
Qatar Airways,Ho Chi Minh to Manchester via Doha,0.9801
Cathay Pacific Airways,Ho Chi Minh to New York via Hong Kong,-0.9119
Emirates,Ho Chi Minh to Newcastle via Dubai,-0.3919
Cathay Pacific Airways,Ho Chi Minh to San Francisco via Hong Kong,0.9294
Korean Air,Ho Chi Minh to Seattle via Incheon,0.9685
EVA Air,Ho Chi Minh to Seattle via Taipei,0.8748
Singapore Airlines,Ho Chi Minh to Singapore,0.6136
Singapore Airlines,Ho Chi Minh to Singapore,0.675
All Nippon Airways,Ho Chi Minh to to Chicago via Tokyo,0.8357
Qatar Airways,Ho chi Minh City to Doha,0.9833
Cathay Pacific Airways,Hong Kong to Adelaide,0.8399
Cathay Pacific Airways,Hong Kong to Amsterdam,0.9557
Cathay Pacific Airways,Hong Kong to Amsterdam,-0.5805
Cathay Pacific Airways,Hong Kong to Amsterdam,0.8439
Emirates,Hong Kong to Arla via Arlanda Sweden,0.758
Cathay Pacific Airways,Hong Kong to Auckland,0.9025
Cathay Pacific Airways,Hong Kong to Auckland,0.5284
Cathay Pacific Airways,Hong Kong to Bangalore,0.6249
Cathay Pacific Airways,Hong Kong to Bangkok,0.5643
Cathay Pacific Airways,Hong Kong to Bangkok,0.9814
Emirates,Hong Kong to Bangkok,-0.491
Emirates,Hong Kong to Bangkok,-0.9839
Cathay Pacific Airways,Hong Kong to Bangkok,0.9364
Emirates,Hong Kong to Bangkok,0.8918
Cathay Pacific Airways,Hong Kong to Bangkok,-0.4215
Cathay Pacific Airways,Hong Kong to Bangkok,-0.5984
Emirates,Hong Kong to Bangkok,0.4118
Cathay Pacific Airways,Hong Kong to Bangkok,-0.611
Cathay Pacific Airways,Hong Kong to Bangkok,0.7469
Cathay Pacific Airways,Hong Kong to Bangkok,0.6908
Emirates,Hong Kong to Bangkok,-0.8699
Emirates,Hong Kong to Bangkok,-0.2675
Cathay Pacific Airways,Hong Kong to Bangkok,0.683
Emirates,Hong Kong to Bangkok,0.9081
Cathay Pacific Airways,Hong Kong to Bangkok,0.9033
Cathay Pacific Airways,Hong Kong to Barcelona,-0.946
Cathay Pacific Airways,Hong Kong to Beijing,0.648
Cathay Pacific Airways,Hong Kong to Beijing,0.9765
Cathay Pacific Airways,Hong Kong to Boston,0.9718
Cathay Pacific Airways,Hong Kong to Brisbane,-0.4019
Cathay Pacific Airways,Hong Kong to Brisbane,-0.4019
Cathay Pacific Airways,Hong Kong to Brisbane via Cairns,-0.416
Singapore Airlines,Hong Kong to Brisbane via Singapore,-0.8355
Cathay Pacific Airways,Hong Kong to Brussels,0.9455
Cathay Pacific Airways,Hong Kong to Cairns,-0.58
Singapore Airlines,Hong Kong to Cairns via Singapore,-0.609
Emirates,Hong Kong to Cairo via Dubai,0.9966
Cathay Pacific Airways,Hong Kong to Cape Town,-0.6896
Cathay Pacific Airways,Hong Kong to Cebu,0.9201
Cathay Pacific Airways,Hong Kong to Cebu,0.9412
Cathay Pacific Airways,Hong Kong to Copenhagen,0.931
Turkish Airlines,Hong Kong to Copenhagen via Istanbul,-0.0387
Cathay Pacific Airways,Hong Kong to Denpasar,0.9905
Cathay Pacific Airways,Hong Kong to Denpasar Bali,-0.1733
Qatar Airways,Hong Kong to Doha,0.9325
Qatar Airways,Hong Kong to Doha,0.7867
Qatar Airways,Hong Kong to Doha,0.5994
Qatar Airways,Hong Kong to Doha,-0.631
Cathay Pacific Airways,Hong Kong to Dubai,0.707
Emirates,Hong Kong to Dubai,0.9651
Cathay Pacific Airways,Hong Kong to Dubai,0.9229
Emirates,Hong Kong to Dubai,0.8402
Emirates,Hong Kong to Dubai,0.9912
Emirates,Hong Kong to Dubai via Heathrow,0.9393
Qatar Airways,Hong Kong to Dublin via Doha,0.9238
Emirates,Hong Kong to Geneva via Dubai,-0.8402
Cathay Pacific Airways,Hong Kong to Heathrow,0.9102
Cathay Pacific Airways,Hong Kong to Ho Chi Minh,-0.296
Cathay Pacific Airways,Hong Kong to Ho Chi Minh City,0.8074
Cathay Pacific Airways,Hong Kong to Ho Chi Minh City,-0.5312
Cathay Pacific Airways,Hong Kong to Ho Chi Minh City,-0.5719
Cathay Pacific Airways,Hong Kong to Incheon,0.9802
Cathay Pacific Airways,Hong Kong to Incheon,0.9886
Turkish Airlines,Hong Kong to Istanbul,-0.8876
Turkish Airlines,Hong Kong to Istanbul,0.9693
Cathay Pacific Airways,Hong Kong to JFK,0.9706
Singapore Airlines,Hong Kong to Jakarta,0.9547
Cathay Pacific Airways,Hong Kong to Jakarta,-0.608
All Nippon Airways,Hong Kong to Japan,0.8753
Cathay Pacific Airways,Hong Kong to Kansai,-0.7234
Air France,Hong Kong to Kiev via Paris CDG,0.9472
Singapore Airlines,Hong Kong to Kuala Lumpur via Singapore,0.9742
Qatar Airways,Hong Kong to Kyiv via Doha,0.9152
Cathay Pacific Airways,Hong Kong to London,0.92
Cathay Pacific Airways,Hong Kong to London,-0.8658
